product_id,product_name,jumlah_penjualan,harga,diskon,status
P03803,Produk 3803,185,170911,0,Laris
P03804,Produk 3804,75,118711,15,Tidak
P03805,Produk 3805,86,34766,0,Laris
P03806,Produk 3806,182,144223,5,Laris
P03807,Produk 3807,26,50761,20,Tidak
P03808,Produk 3808,173,175554,15,Laris
P03809,Produk 3809,76,184357,25,Tidak
P03810,Produk 3810,206,84225,0,Laris
P03811,Produk 3811,60,83138,15,Tidak
P03812,Produk 3812,250,99348,25,Laris
P03813,Produk 3813,88,191126,25,Laris
P03814,Produk 3814,192,195829,25,Laris
P03815,Produk 3815,45,141549,30,Tidak
P03816,Produk 3816,195,92146,25,Laris
P03817,Produk 3817,227,116291,0,Laris
P03818,Produk 3818,61,50573,0,Tidak
P03819,Produk 3819,62,148245,25,Tidak
P03820,Produk 3820,260,78965,0,Laris
P03821,Produk 3821,300,170203,20,Laris
P03822,Produk 3822,245,91755,25,Laris
P03823,Produk 3823,48,175419,5,Tidak
P03824,Produk 3824,196,146927,25,Laris
P03825,Produk 3825,222,98214,20,Laris
P03826,Produk 3826,64,46067,10,Tidak
P03827,Produk 3827,32,160905,5,Tidak
P03828,Produk 3828,207,25176,15,Laris
P03829,Produk 3829,284,160618,30,Laris
P03830,Produk 3830,271,148073,0,Laris
P03831,Produk 3831,265,173281,20,Laris
P03832,Produk 3832,63,74385,25,Tidak
P03833,Produk 3833,60,67360,30,Tidak
P03834,Produk 3834,92,21395,20,Laris
P03835,Produk 3835,228,102390,0,Laris
P03836,Produk 3836,20,53768,20,Tidak
P03837,Produk 3837,105,191085,5,Laris
P03838,Produk 3838,44,167455,10,Tidak
P03839,Produk 3839,17,42180,0,Tidak
P03840,Produk 3840,259,98270,10,Laris
P03841,Produk 3841,278,64984,15,Laris
P03842,Produk 3842,0,85100,10,Tidak
P03843,Produk 3843,23,156168,30,Tidak
P03844,Produk 3844,150,192794,20,Laris
P03845,Produk 3845,227,56662,20,Laris
P03846,Produk 3846,251,102034,20,Laris
P03847,Produk 3847,180,178904,20,Laris
P03848,Produk 3848,261,75008,25,Laris
P03849,Produk 3849,50,193701,30,Tidak
P03850,Produk 3850,22,82154,0,Tidak
P03851,Produk 3851,96,57137,10,Laris
P03852,Produk 3852,110,55181,20,Laris
P03853,Produk 3853,282,76633,20,Laris
P03854,Produk 3854,183,92717,5,Laris
P03855,Produk 3855,216,39492,20,Laris
P03856,Produk 3856,130,88334,15,Laris
P03857,Produk 3857,83,124873,15,Laris
P03858,Produk 3858,42,86631,25,Tidak
P03859,Produk 3859,217,57550,20,Laris
P03860,Produk 3860,104,38496,25,Laris
P03861,Produk 3861,137,185968,25,Laris
P03862,Produk 3862,98,117554,20,Laris
P03863,Produk 3863,261,178582,5,Laris
P03864,Produk 3864,214,60236,10,Laris
P03865,Produk 3865,222,119337,0,Laris
P03866,Produk 3866,126,40322,10,Laris
P03867,Produk 3867,63,159321,0,Tidak
P03868,Produk 3868,280,126635,0,Laris
P03869,Produk 3869,168,187818,0,Laris
P03870,Produk 3870,185,107429,30,Laris
P03871,Produk 3871,139,58359,30,Laris
P03872,Produk 3872,115,91734,0,Laris
P03873,Produk 3873,50,118869,5,Tidak
P03874,Produk 3874,193,47525,30,Laris
P03875,Produk 3875,63,66066,20,Tidak
P03876,Produk 3876,156,174357,30,Laris
P03877,Produk 3877,250,45045,20,Laris
P03878,Produk 3878,178,169987,30,Laris
P03879,Produk 3879,144,164583,10,Laris
P03880,Produk 3880,50,32573,5,Tidak
P03881,Produk 3881,162,122121,5,Laris
P03882,Produk 3882,176,197684,30,Laris
P03883,Produk 3883,272,164617,20,Laris
P03884,Produk 3884,206,145006,20,Laris
P03885,Produk 3885,65,87911,0,Tidak
P03886,Produk 3886,262,60761,25,Laris
P03887,Produk 3887,64,57400,15,Tidak
P03888,Produk 3888,290,90089,0,Laris
P03889,Produk 3889,189,85303,25,Laris
P03890,Produk 3890,214,140006,5,Laris
P03891,Produk 3891,224,112799,30,Laris
P03892,Produk 3892,239,151656,10,Laris
P03893,Produk 3893,141,132136,20,Laris
P03894,Produk 3894,117,100003,25,Laris
P03895,Produk 3895,44,100127,15,Tidak
P03896,Produk 3896,160,43629,25,Laris
P03897,Produk 3897,40,40104,25,Tidak
P03898,Produk 3898,122,44545,5,Laris
P03899,Produk 3899,294,35050,0,Laris
P03900,Produk 3900,146,165269,15,Laris
P03901,Produk 3901,5,131144,25,Tidak
P03902,Produk 3902,260,55763,15,Laris
P03903,Produk 3903,254,155007,25,Laris
P03904,Produk 3904,272,52687,15,Laris
P03905,Produk 3905,7,181555,5,Tidak
P03906,Produk 3906,3,131405,25,Tidak
P03907,Produk 3907,273,110455,5,Laris
P03908,Produk 3908,270,199326,20,Laris
P03909,Produk 3909,21,179219,15,Tidak
P03910,Produk 3910,86,196821,30,Laris
P03911,Produk 3911,268,79000,5,Laris
P03912,Produk 3912,38,116220,30,Tidak
P03913,Produk 3913,68,154659,10,Tidak
P03914,Produk 3914,26,130814,15,Tidak
P03915,Produk 3915,194,64691,10,Laris
P03916,Produk 3916,57,108593,25,Tidak
P03917,Produk 3917,127,161326,30,Laris
P03918,Produk 3918,60,96038,10,Tidak
P03919,Produk 3919,247,96951,10,Laris
P03920,Produk 3920,109,20585,25,Laris
P03921,Produk 3921,291,123185,5,Laris
P03922,Produk 3922,156,188551,20,Laris
P03923,Produk 3923,18,141387,20,Tidak
P03924,Produk 3924,249,35072,10,Laris
P03925,Produk 3925,3,181357,15,Tidak
P03926,Produk 3926,168,98210,10,Laris
P03927,Produk 3927,54,21351,10,Tidak
P03928,Produk 3928,95,125399,10,Laris
P03929,Produk 3929,4,46565,15,Tidak
P03930,Produk 3930,251,71785,0,Laris
P03931,Produk 3931,270,154825,5,Laris
P03932,Produk 3932,210,52464,15,Laris
P03933,Produk 3933,3,60797,30,Tidak
P03934,Produk 3934,128,79269,15,Laris
P03935,Produk 3935,202,118122,10,Laris
P03936,Produk 3936,186,132287,5,Laris
P03937,Produk 3937,274,90643,0,Laris
P03938,Produk 3938,224,192039,30,Laris
P03939,Produk 3939,224,62423,5,Laris
P03940,Produk 3940,181,133760,0,Laris
P03941,Produk 3941,183,72026,0,Laris
P03942,Produk 3942,97,94684,0,Laris
P03943,Produk 3943,68,123427,15,Tidak
P03944,Produk 3944,169,28285,5,Laris
P03945,Produk 3945,101,145644,25,Laris
P03946,Produk 3946,136,51140,15,Laris
P03947,Produk 3947,250,164211,15,Laris
P03948,Produk 3948,65,105167,30,Tidak
P03949,Produk 3949,204,151559,25,Laris
P03950,Produk 3950,199,54450,0,Laris
P03951,Produk 3951,55,25544,5,Tidak
P03952,Produk 3952,79,110209,20,Tidak
P03953,Produk 3953,6,199421,5,Tidak
P03954,Produk 3954,26,197814,30,Tidak
P03955,Produk 3955,175,132634,20,Laris
P03956,Produk 3956,4,133856,15,Tidak
P03957,Produk 3957,148,93983,15,Laris
P03958,Produk 3958,42,132447,5,Tidak
P03959,Produk 3959,78,154018,5,Tidak
P03960,Produk 3960,127,93698,30,Laris
P03961,Produk 3961,58,89082,25,Tidak
P03962,Produk 3962,126,194674,30,Laris
P03963,Produk 3963,219,72012,15,Laris
P03964,Produk 3964,52,151683,20,Tidak
P03965,Produk 3965,92,69458,30,Laris
P03966,Produk 3966,76,80131,0,Tidak
P03967,Produk 3967,67,125193,0,Tidak
P03968,Produk 3968,140,70378,5,Laris
P03969,Produk 3969,218,24629,20,Laris
P03970,Produk 3970,102,43838,30,Laris
P03971,Produk 3971,26,119707,15,Tidak
P03972,Produk 3972,268,100332,25,Laris
P03973,Produk 3973,118,78137,10,Laris
P03974,Produk 3974,218,145618,0,Laris
P03975,Produk 3975,261,131954,25,Laris
P03976,Produk 3976,26,99767,0,Tidak
P03977,Produk 3977,137,115309,10,Laris
P03978,Produk 3978,179,129595,5,Laris
P03979,Produk 3979,163,32466,5,Laris
P03980,Produk 3980,20,20140,0,Tidak
P03981,Produk 3981,164,75568,10,Laris
P03982,Produk 3982,241,93442,20,Laris
P03983,Produk 3983,51,132959,5,Tidak
P03984,Produk 3984,129,148787,10,Laris
P03985,Produk 3985,171,99785,0,Laris
P03986,Produk 3986,49,195360,0,Tidak
P03987,Produk 3987,282,54159,10,Laris
P03988,Produk 3988,184,114734,25,Laris
P03989,Produk 3989,270,178522,10,Laris
P03990,Produk 3990,121,190458,10,Laris
P03991,Produk 3991,107,173177,15,Laris
P03992,Produk 3992,44,47883,5,Tidak
P03993,Produk 3993,61,30758,20,Tidak
P03994,Produk 3994,97,70574,25,Laris
P03995,Produk 3995,228,45857,0,Laris
P03996,Produk 3996,279,182269,10,Laris
P03997,Produk 3997,154,144308,30,Laris
P03998,Produk 3998,103,159868,25,Laris
P03999,Produk 3999,78,31484,5,Tidak
P04000,Produk 4000,98,129631,20,Laris
P04001,Produk 4001,129,166891,10,Laris
P04002,Produk 4002,187,137566,25,Laris
P04003,Produk 4003,60,134327,0,Tidak
P04004,Produk 4004,247,129839,20,Laris
P04005,Produk 4005,257,25734,5,Laris
P04006,Produk 4006,140,53799,10,Laris
P04007,Produk 4007,23,168419,0,Tidak
P04008,Produk 4008,97,124200,15,Laris
P04009,Produk 4009,272,154607,0,Laris
P04010,Produk 4010,84,134752,30,Laris
P04011,Produk 4011,260,120702,20,Laris
P04012,Produk 4012,199,125080,20,Laris
P04013,Produk 4013,139,74244,5,Laris
P04014,Produk 4014,1,61943,20,Tidak
P04015,Produk 4015,111,175218,25,Laris
P04016,Produk 4016,4,154426,15,Tidak
P04017,Produk 4017,257,157644,10,Laris
P04018,Produk 4018,155,77759,10,Laris
P04019,Produk 4019,137,164743,0,Laris
P04020,Produk 4020,87,78701,0,Laris
P04021,Produk 4021,273,82447,10,Laris
P04022,Produk 4022,20,187671,5,Tidak
P04023,Produk 4023,142,54857,10,Laris
P04024,Produk 4024,26,188404,5,Tidak
P04025,Produk 4025,107,160140,0,Laris
P04026,Produk 4026,0,190038,10,Tidak
P04027,Produk 4027,188,105081,0,Laris
P04028,Produk 4028,281,89216,25,Laris
P04029,Produk 4029,68,127044,20,Tidak
P04030,Produk 4030,150,105101,0,Laris
P04031,Produk 4031,5,113187,5,Tidak
P04032,Produk 4032,143,66330,10,Laris
P04033,Produk 4033,8,160873,25,Tidak
P04034,Produk 4034,298,47903,25,Laris
P04035,Produk 4035,195,191396,10,Laris
P04036,Produk 4036,282,74043,30,Laris
P04037,Produk 4037,226,77839,10,Laris
P04038,Produk 4038,137,73456,20,Laris
P04039,Produk 4039,202,60800,15,Laris
P04040,Produk 4040,118,133745,10,Laris
P04041,Produk 4041,75,145568,0,Tidak
P04042,Produk 4042,253,67582,15,Laris
P04043,Produk 4043,94,66166,5,Laris
P04044,Produk 4044,291,148586,25,Laris
P04045,Produk 4045,92,189755,10,Laris
P04046,Produk 4046,10,101306,5,Tidak
P04047,Produk 4047,90,123336,25,Laris
P04048,Produk 4048,96,38206,5,Laris
P04049,Produk 4049,36,131776,5,Tidak
P04050,Produk 4050,232,189114,15,Laris
P04051,Produk 4051,51,158091,5,Tidak
P04052,Produk 4052,6,178149,0,Tidak
P04053,Produk 4053,193,120660,0,Laris
P04054,Produk 4054,56,23552,30,Tidak
P04055,Produk 4055,22,54649,5,Tidak
P04056,Produk 4056,42,90164,5,Tidak
P04057,Produk 4057,6,22463,30,Tidak
P04058,Produk 4058,54,162179,25,Tidak
P04059,Produk 4059,173,42273,5,Laris
P04060,Produk 4060,71,145940,30,Tidak
P04061,Produk 4061,288,136477,30,Laris
P04062,Produk 4062,83,100579,10,Laris
P04063,Produk 4063,245,60504,5,Laris
P04064,Produk 4064,28,162482,25,Tidak
P04065,Produk 4065,136,184491,20,Laris
P04066,Produk 4066,63,25559,30,Tidak
P04067,Produk 4067,22,46952,20,Tidak
P04068,Produk 4068,151,46887,20,Laris
P04069,Produk 4069,212,57181,0,Laris
P04070,Produk 4070,114,26291,5,Laris
P04071,Produk 4071,218,121025,5,Laris
P04072,Produk 4072,180,191799,10,Laris
P04073,Produk 4073,115,199415,15,Laris
P04074,Produk 4074,57,148927,5,Tidak
P04075,Produk 4075,56,78857,0,Tidak
P04076,Produk 4076,144,113666,0,Laris
P04077,Produk 4077,170,51024,10,Laris
P04078,Produk 4078,43,31363,20,Tidak
P04079,Produk 4079,77,66679,15,Tidak
P04080,Produk 4080,271,107777,20,Laris
P04081,Produk 4081,92,198109,15,Laris
P04082,Produk 4082,76,194921,25,Tidak
P04083,Produk 4083,154,183776,30,Laris
P04084,Produk 4084,146,111327,0,Laris
P04085,Produk 4085,138,150875,25,Laris
P04086,Produk 4086,188,89573,30,Laris
P04087,Produk 4087,39,20571,30,Tidak
P04088,Produk 4088,76,191928,5,Tidak
P04089,Produk 4089,163,58739,15,Laris
P04090,Produk 4090,228,145418,30,Laris
P04091,Produk 4091,34,49665,20,Tidak
P04092,Produk 4092,218,93000,5,Laris
P04093,Produk 4093,46,104686,5,Tidak
P04094,Produk 4094,93,120930,10,Laris
P04095,Produk 4095,163,149553,15,Laris
P04096,Produk 4096,246,128513,20,Laris
P04097,Produk 4097,170,56233,30,Laris
P04098,Produk 4098,125,120449,15,Laris
P04099,Produk 4099,281,150312,20,Laris
P04100,Produk 4100,273,149132,20,Laris
P04101,Produk 4101,274,80323,15,Laris
P04102,Produk 4102,42,172296,25,Tidak
P04103,Produk 4103,215,158135,20,Laris
P04104,Produk 4104,112,42872,5,Laris
P04105,Produk 4105,185,20751,5,Laris
P04106,Produk 4106,8,115000,20,Tidak
P04107,Produk 4107,242,55020,0,Laris
P04108,Produk 4108,30,111579,10,Tidak
P04109,Produk 4109,71,97253,15,Tidak
P04110,Produk 4110,73,164572,15,Tidak
P04111,Produk 4111,124,75243,30,Laris
P04112,Produk 4112,114,34644,25,Laris
P04113,Produk 4113,70,50732,25,Tidak
P04114,Produk 4114,73,118949,25,Tidak
P04115,Produk 4115,13,131334,10,Tidak
P04116,Produk 4116,27,47789,25,Tidak
P04117,Produk 4117,297,39338,15,Laris
P04118,Produk 4118,80,27913,5,Tidak
P04119,Produk 4119,187,57035,0,Laris
P04120,Produk 4120,125,40202,0,Laris
P04121,Produk 4121,291,129181,5,Laris
P04122,Produk 4122,93,143146,25,Laris
P04123,Produk 4123,71,158267,25,Tidak
P04124,Produk 4124,153,143256,15,Laris
P04125,Produk 4125,172,136385,30,Laris
P04126,Produk 4126,6,95174,0,Tidak
P04127,Produk 4127,79,35728,25,Tidak
P04128,Produk 4128,16,178380,30,Tidak
P04129,Produk 4129,88,151935,5,Laris
P04130,Produk 4130,5,123911,30,Tidak
P04131,Produk 4131,216,198232,15,Laris
P04132,Produk 4132,283,87647,20,Laris
P04133,Produk 4133,256,100224,25,Laris
P04134,Produk 4134,116,131062,5,Laris
P04135,Produk 4135,139,44100,20,Laris
P04136,Produk 4136,193,52802,25,Laris
P04137,Produk 4137,108,124963,20,Laris
P04138,Produk 4138,28,77385,15,Tidak
P04139,Produk 4139,94,166615,20,Laris
P04140,Produk 4140,39,142797,15,Tidak
P04141,Produk 4141,160,191101,25,Laris
P04142,Produk 4142,207,119737,5,Laris
P04143,Produk 4143,27,117380,25,Tidak
P04144,Produk 4144,217,71047,10,Laris
P04145,Produk 4145,55,47367,0,Tidak
P04146,Produk 4146,185,178122,30,Laris
P04147,Produk 4147,171,27352,5,Laris
P04148,Produk 4148,144,62666,20,Laris
P04149,Produk 4149,54,37123,5,Tidak
P04150,Produk 4150,5,101033,5,Tidak
P04151,Produk 4151,282,72881,25,Laris
P04152,Produk 4152,16,83002,10,Tidak
P04153,Produk 4153,43,169454,20,Tidak
P04154,Produk 4154,22,167780,30,Tidak
P04155,Produk 4155,247,31974,0,Laris
P04156,Produk 4156,161,44434,10,Laris
P04157,Produk 4157,4,113493,30,Tidak
P04158,Produk 4158,144,124369,20,Laris
P04159,Produk 4159,99,102437,30,Laris
P04160,Produk 4160,200,113280,5,Laris
P04161,Produk 4161,49,106853,15,Tidak
P04162,Produk 4162,257,46477,20,Laris
P04163,Produk 4163,76,26208,20,Tidak
P04164,Produk 4164,195,145030,20,Laris
P04165,Produk 4165,19,96053,5,Tidak
P04166,Produk 4166,77,198880,15,Tidak
P04167,Produk 4167,40,184089,0,Tidak
P04168,Produk 4168,118,76530,30,Laris
P04169,Produk 4169,72,62217,20,Tidak
P04170,Produk 4170,264,179577,25,Laris
P04171,Produk 4171,267,109499,15,Laris
P04172,Produk 4172,67,108872,10,Tidak
P04173,Produk 4173,184,183439,30,Laris
P04174,Produk 4174,220,30489,25,Laris
P04175,Produk 4175,198,82681,5,Laris
P04176,Produk 4176,38,59951,20,Tidak
P04177,Produk 4177,254,45534,30,Laris
P04178,Produk 4178,7,57387,30,Tidak
P04179,Produk 4179,158,163428,30,Laris
P04180,Produk 4180,44,150786,0,Tidak
P04181,Produk 4181,232,102239,5,Laris
P04182,Produk 4182,151,62329,0,Laris
P04183,Produk 4183,143,171129,10,Laris
P04184,Produk 4184,180,43390,0,Laris
P04185,Produk 4185,91,140780,10,Laris
P04186,Produk 4186,242,87115,30,Laris
P04187,Produk 4187,226,190470,5,Laris
P04188,Produk 4188,63,169090,15,Tidak
P04189,Produk 4189,20,115282,30,Tidak
P04190,Produk 4190,146,125103,15,Laris
P04191,Produk 4191,66,135560,10,Tidak
P04192,Produk 4192,262,183743,10,Laris
P04193,Produk 4193,191,41886,25,Laris
P04194,Produk 4194,211,152629,15,Laris
P04195,Produk 4195,134,198927,0,Laris
P04196,Produk 4196,29,84177,25,Tidak
P04197,Produk 4197,287,22082,5,Laris
P04198,Produk 4198,53,96194,15,Tidak
P04199,Produk 4199,81,169457,15,Laris
P04200,Produk 4200,37,78471,15,Tidak
P04201,Produk 4201,236,195413,0,Laris
P04202,Produk 4202,178,142127,15,Laris
P04203,Produk 4203,273,141858,0,Laris
P04204,Produk 4204,43,67257,25,Tidak
P04205,Produk 4205,55,124056,30,Tidak
P04206,Produk 4206,221,72290,15,Laris
P04207,Produk 4207,168,36900,10,Laris
P04208,Produk 4208,175,178431,15,Laris
P04209,Produk 4209,108,144838,0,Laris
P04210,Produk 4210,142,139165,0,Laris
P04211,Produk 4211,279,60826,15,Laris
P04212,Produk 4212,74,187828,5,Tidak
P04213,Produk 4213,163,168951,0,Laris
P04214,Produk 4214,194,36357,30,Laris
P04215,Produk 4215,185,132750,15,Laris
P04216,Produk 4216,109,34176,5,Laris
P04217,Produk 4217,11,199220,15,Tidak
P04218,Produk 4218,138,86078,25,Laris
P04219,Produk 4219,90,41912,5,Laris
P04220,Produk 4220,35,91802,15,Tidak
P04221,Produk 4221,41,98207,30,Tidak
P04222,Produk 4222,231,130027,20,Laris
P04223,Produk 4223,109,195543,10,Laris
P04224,Produk 4224,94,34088,0,Laris
P04225,Produk 4225,219,109658,30,Laris
P04226,Produk 4226,152,63131,5,Laris
P04227,Produk 4227,178,129864,15,Laris
P04228,Produk 4228,243,160379,25,Laris
P04229,Produk 4229,82,134500,10,Laris
P04230,Produk 4230,292,122010,30,Laris
P04231,Produk 4231,5,167038,30,Tidak
P04232,Produk 4232,101,40397,25,Laris
P04233,Produk 4233,296,181615,5,Laris
P04234,Produk 4234,165,194080,30,Laris
P04235,Produk 4235,162,23718,5,Laris
P04236,Produk 4236,234,58662,15,Laris
P04237,Produk 4237,162,49781,30,Laris
P04238,Produk 4238,208,88892,20,Laris
P04239,Produk 4239,1,138111,30,Tidak
P04240,Produk 4240,64,186276,15,Tidak
P04241,Produk 4241,296,45544,0,Laris
P04242,Produk 4242,111,69193,15,Laris
P04243,Produk 4243,279,63542,20,Laris
P04244,Produk 4244,193,76659,10,Laris
P04245,Produk 4245,107,70111,25,Laris
P04246,Produk 4246,295,23767,10,Laris
P04247,Produk 4247,186,24244,10,Laris
P04248,Produk 4248,157,151618,30,Laris
P04249,Produk 4249,63,150844,25,Tidak
P04250,Produk 4250,233,128541,15,Laris
P04251,Produk 4251,180,112330,30,Laris
P04252,Produk 4252,277,131633,20,Laris
P04253,Produk 4253,171,49721,5,Laris
P04254,Produk 4254,234,132298,10,Laris
P04255,Produk 4255,90,164901,20,Laris
P04256,Produk 4256,83,162282,15,Laris
P04257,Produk 4257,195,94718,30,Laris
P04258,Produk 4258,223,186227,10,Laris
P04259,Produk 4259,50,42969,30,Tidak
P04260,Produk 4260,53,43498,25,Tidak
P04261,Produk 4261,8,181548,15,Tidak
P04262,Produk 4262,53,150129,25,Tidak
P04263,Produk 4263,278,46136,25,Laris
P04264,Produk 4264,227,151953,20,Laris
P04265,Produk 4265,16,195036,10,Tidak
P04266,Produk 4266,215,75540,5,Laris
P04267,Produk 4267,232,164595,15,Laris
P04268,Produk 4268,58,71264,30,Tidak
P04269,Produk 4269,240,52621,10,Laris
P04270,Produk 4270,237,128248,30,Laris
P04271,Produk 4271,202,21993,10,Laris
P04272,Produk 4272,114,153054,10,Laris
P04273,Produk 4273,137,192669,10,Laris
P04274,Produk 4274,157,128715,25,Laris
P04275,Produk 4275,123,21089,15,Laris
P04276,Produk 4276,16,24071,0,Tidak
P04277,Produk 4277,78,118148,30,Tidak
P04278,Produk 4278,265,177272,10,Laris
P04279,Produk 4279,171,64672,20,Laris
P04280,Produk 4280,220,83394,20,Laris
P04281,Produk 4281,200,70504,20,Laris
P04282,Produk 4282,201,33521,30,Laris
P04283,Produk 4283,295,132486,5,Laris
P04284,Produk 4284,199,65538,15,Laris
P04285,Produk 4285,162,155601,5,Laris
P04286,Produk 4286,223,80547,0,Laris
P04287,Produk 4287,64,152187,0,Tidak
P04288,Produk 4288,295,122763,30,Laris
P04289,Produk 4289,133,164940,5,Laris
P04290,Produk 4290,165,73415,0,Laris
P04291,Produk 4291,47,26721,15,Tidak
P04292,Produk 4292,5,184860,30,Tidak
P04293,Produk 4293,78,27292,20,Tidak
P04294,Produk 4294,278,40649,20,Laris
P04295,Produk 4295,195,26629,25,Laris
P04296,Produk 4296,66,138936,25,Tidak
P04297,Produk 4297,183,68904,5,Laris
P04298,Produk 4298,113,97836,5,Laris
P04299,Produk 4299,274,84291,25,Laris
P04300,Produk 4300,193,88283,25,Laris
P04301,Produk 4301,26,92080,0,Tidak
P04302,Produk 4302,73,184479,0,Tidak
P04303,Produk 4303,296,47110,0,Laris
P04304,Produk 4304,235,176210,0,Laris
P04305,Produk 4305,54,57181,10,Tidak
P04306,Produk 4306,134,67350,0,Laris
P04307,Produk 4307,39,149563,30,Tidak
P04308,Produk 4308,185,74518,15,Laris
P04309,Produk 4309,51,148722,30,Tidak
P04310,Produk 4310,11,128460,0,Tidak
P04311,Produk 4311,249,184018,0,Laris
P04312,Produk 4312,107,130076,15,Laris
P04313,Produk 4313,160,186081,15,Laris
P04314,Produk 4314,82,67135,10,Laris
P04315,Produk 4315,5,66839,25,Tidak
P04316,Produk 4316,290,185468,20,Laris
P04317,Produk 4317,16,50725,10,Tidak
P04318,Produk 4318,177,146854,20,Laris
P04319,Produk 4319,279,21314,5,Laris
P04320,Produk 4320,267,86715,0,Laris
P04321,Produk 4321,98,178888,0,Laris
P04322,Produk 4322,274,26039,20,Laris
P04323,Produk 4323,262,59936,5,Laris
P04324,Produk 4324,186,50091,5,Laris
P04325,Produk 4325,15,105862,5,Tidak
P04326,Produk 4326,112,41874,25,Laris
P04327,Produk 4327,64,90147,10,Tidak
P04328,Produk 4328,246,72228,0,Laris
P04329,Produk 4329,178,164571,25,Laris
P04330,Produk 4330,150,142432,25,Laris
P04331,Produk 4331,253,134311,20,Laris
P04332,Produk 4332,204,70608,10,Laris
P04333,Produk 4333,88,71872,25,Laris
P04334,Produk 4334,143,122976,0,Laris
P04335,Produk 4335,298,174030,10,Laris
P04336,Produk 4336,84,73957,25,Laris
P04337,Produk 4337,249,133631,15,Laris
P04338,Produk 4338,216,176324,25,Laris
P04339,Produk 4339,139,103558,20,Laris
P04340,Produk 4340,55,179198,15,Tidak
P04341,Produk 4341,219,72355,20,Laris
P04342,Produk 4342,180,118031,25,Laris
P04343,Produk 4343,32,137808,5,Tidak
P04344,Produk 4344,17,154049,10,Tidak
P04345,Produk 4345,300,127428,10,Laris
P04346,Produk 4346,271,112341,15,Laris
P04347,Produk 4347,15,50054,5,Tidak
P04348,Produk 4348,165,132561,30,Laris
P04349,Produk 4349,95,113780,5,Laris
P04350,Produk 4350,37,76409,25,Tidak
P04351,Produk 4351,190,117508,5,Laris
P04352,Produk 4352,160,52061,0,Laris
P04353,Produk 4353,163,22857,25,Laris
P04354,Produk 4354,168,76039,15,Laris
P04355,Produk 4355,290,104295,5,Laris
P04356,Produk 4356,287,37363,15,Laris
P04357,Produk 4357,145,177758,5,Laris
P04358,Produk 4358,269,77006,0,Laris
P04359,Produk 4359,287,92888,25,Laris
P04360,Produk 4360,38,170457,25,Tidak
P04361,Produk 4361,215,198816,30,Laris
P04362,Produk 4362,222,103304,30,Laris
P04363,Produk 4363,163,71943,5,Laris
P04364,Produk 4364,25,149481,15,Tidak
P04365,Produk 4365,23,91936,15,Tidak
P04366,Produk 4366,61,52530,15,Tidak
P04367,Produk 4367,87,177661,10,Laris
P04368,Produk 4368,196,81976,20,Laris
P04369,Produk 4369,10,94720,0,Tidak
P04370,Produk 4370,294,21218,15,Laris
P04371,Produk 4371,145,54356,30,Laris
P04372,Produk 4372,206,29701,20,Laris
P04373,Produk 4373,270,30255,10,Laris
P04374,Produk 4374,8,38206,15,Tidak
P04375,Produk 4375,48,128810,25,Tidak
P04376,Produk 4376,154,92004,10,Laris
P04377,Produk 4377,177,124947,0,Laris
P04378,Produk 4378,284,102096,15,Laris
P04379,Produk 4379,24,123108,10,Tidak
P04380,Produk 4380,232,149325,30,Laris
P04381,Produk 4381,62,118017,20,Tidak
P04382,Produk 4382,52,27677,5,Tidak
P04383,Produk 4383,24,22725,5,Tidak
P04384,Produk 4384,53,104635,30,Tidak
P04385,Produk 4385,223,79334,5,Laris
P04386,Produk 4386,45,70111,25,Tidak
P04387,Produk 4387,188,160917,0,Laris
P04388,Produk 4388,26,88075,30,Tidak
P04389,Produk 4389,22,49046,0,Tidak
P04390,Produk 4390,155,39671,10,Laris
P04391,Produk 4391,168,180628,30,Laris
P04392,Produk 4392,194,90755,25,Laris
P04393,Produk 4393,87,56113,20,Laris
P04394,Produk 4394,235,51431,5,Laris
P04395,Produk 4395,163,58797,30,Laris
P04396,Produk 4396,299,128342,25,Laris
P04397,Produk 4397,228,195173,0,Laris
P04398,Produk 4398,267,158304,5,Laris
P04399,Produk 4399,295,145285,25,Laris
P04400,Produk 4400,250,93542,10,Laris
P04401,Produk 4401,247,79200,0,Laris
P04402,Produk 4402,135,97656,25,Laris
P04403,Produk 4403,42,112539,20,Tidak
P04404,Produk 4404,124,192878,25,Laris
P04405,Produk 4405,105,40451,0,Laris
P04406,Produk 4406,253,35798,5,Laris
P04407,Produk 4407,6,195767,5,Tidak
P04408,Produk 4408,239,120941,5,Laris
P04409,Produk 4409,249,47403,10,Laris
P04410,Produk 4410,106,174802,30,Laris
P04411,Produk 4411,270,154722,30,Laris
P04412,Produk 4412,160,101743,25,Laris
P04413,Produk 4413,232,191780,5,Laris
P04414,Produk 4414,258,47698,5,Laris
P04415,Produk 4415,112,115327,15,Laris
P04416,Produk 4416,231,182654,20,Laris
P04417,Produk 4417,103,124911,5,Laris
P04418,Produk 4418,35,92833,15,Tidak
P04419,Produk 4419,84,199900,10,Laris
P04420,Produk 4420,295,189969,0,Laris
P04421,Produk 4421,75,140836,0,Tidak
P04422,Produk 4422,56,83062,0,Tidak
P04423,Produk 4423,235,69028,10,Laris
P04424,Produk 4424,14,144843,25,Tidak
P04425,Produk 4425,271,138657,10,Laris
P04426,Produk 4426,135,51018,20,Laris
P04427,Produk 4427,43,112910,15,Tidak
P04428,Produk 4428,108,59484,15,Laris
